Not using distributed mode
git:
  sha: 85b8696e6a0ce62526bd5f21358c671dcf69dc24, status: has uncommited changes, branch: main

Namespace(aux_loss=True, backbone='resnet101', batch_size=16, bbox_loss_coef=5, clip_max_norm=0.1, coco_panoptic_path=None, coco_path='/data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p', cons_loss=False, cons_loss_coef=10, data_augment=True, dataset_file='rsna', dec_layers=6, device='cuda', dice_loss_coef=1, dilation=False, dim_feedforward=2048, dist_url='env://', distributed=False, dropout=0.1, enc_layers=6, eos_coef=0.1, epochs=111, eval=False, frozen_weights=None, generate_pseudo_bbox=False, giou_loss_coef=2, hidden_dim=256, load_from='', lr=0.0001, lr_backbone=1e-05, lr_drop=[72, 96], mask_loss_coef=1, masks=False, nheads=8, num_queries=100, num_workers=16, output_dir='/data/sundeep/Point-Beyond-Class/Output/outfiles/models/RSNA/exp4_stage1_data50p_1pts_Erase20_jit005_unlabelLossL2Loss50_Load2ptsconsPth_resnet101', partial=50, position_embedding='v4', pre_norm=True, remove_difficult=False, resume='', sample_points_num=1, save_csv=None, save_evaltxt_forDraw=False, seed=42, set_cost_bbox=5, set_cost_class=1, set_cost_giou=2, start_epoch=0, start_sample_UnSupImg=80, train_with_unlabel_imgs=True, unlabel_cons_loss_coef=50.0, val_data='val', weight_decay=0.0001, world_size=1)
weight dict ..  {'loss_ce': 1, 'loss_bbox': 5, 'loss_giou': 2, 'loss_unlabelcons': 50.0, 'loss_ce_0': 1, 'loss_bbox_0': 5, 'loss_giou_0': 2, 'loss_unlabelcons_0': 50.0, 'loss_ce_1': 1, 'loss_bbox_1': 5, 'loss_giou_1': 2, 'loss_unlabelcons_1': 50.0, 'loss_ce_2': 1, 'loss_bbox_2': 5, 'loss_giou_2': 2, 'loss_unlabelcons_2': 50.0, 'loss_ce_3': 1, 'loss_bbox_3': 5, 'loss_giou_3': 2, 'loss_unlabelcons_3': 50.0, 'loss_ce_4': 1, 'loss_bbox_4': 5, 'loss_giou_4': 2, 'loss_unlabelcons_4': 50.0}
number of params: 60233992
dataset path: 
 /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p/instances_trainBox.json
loading annotations into memory...
Done (t=0.02s)
creating index...
index created!
=====> training with unlabeled imgs (point annotation)
loading annotations into memory...
Done (t=0.07s)
creating index...
index created!
=====> /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/100p/instances_trainBox.json
sample points num ..  1
dataset path: 
 /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p/../instances_val.json
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
sample points num ..  1
training data:
num:  4809
sample:  5 (tensor([[[-1.9809, -1.9809, -1.9809,  ..., -2.0494, -2.0665, -2.1008],
         [-1.9638, -1.9638, -1.9638,  ..., -2.0323, -2.0665, -2.1008],
         [-1.9809, -1.9809, -1.9809,  ..., -2.0323, -2.0494, -2.0837],
         ...,
         [ 0.6563,  0.7248,  0.7077,  ..., -1.9467, -1.9295, -2.0494],
         [ 0.6049,  0.6734,  0.6563,  ..., -1.9295, -1.9467, -2.0494],
         [-0.7650, -0.7650, -0.7650,  ..., -2.0152, -2.0323, -2.0837]],

        [[-1.8957, -1.8957, -1.8957,  ..., -1.9657, -1.9832, -2.0182],
         [-1.8782, -1.8782, -1.8782,  ..., -1.9482, -1.9832, -2.0182],
         [-1.8957, -1.8957, -1.8957,  ..., -1.9482, -1.9657, -2.0007],
         ...,
         [ 0.8004,  0.8704,  0.8529,  ..., -1.8606, -1.8431, -1.9657],
         [ 0.7479,  0.8179,  0.8004,  ..., -1.8431, -1.8606, -1.9657],
         [-0.6527, -0.6527, -0.6527,  ..., -1.9307, -1.9482, -2.0007]],

        [[-1.6650, -1.6650, -1.6650,  ..., -1.7347, -1.7522, -1.7870],
         [-1.6476, -1.6476, -1.6476,  ..., -1.7173, -1.7522, -1.7870],
         [-1.6650, -1.6650, -1.6650,  ..., -1.7173, -1.7347, -1.7696],
         ...,
         [ 1.0191,  1.0888,  1.0714,  ..., -1.6302, -1.6127, -1.7347],
         [ 0.9668,  1.0365,  1.0191,  ..., -1.6127, -1.6302, -1.7347],
         [-0.4275, -0.4275, -0.4275,  ..., -1.6999, -1.7173, -1.7696]]]), {'labels': tensor([1, 1]), 'object_ids': tensor([0, 1]), 'points': tensor([[0.3183, 0.2749],
        [0.5916, 0.6803]])}, {'boxes': tensor([[0.2310, 0.5317, 0.3096, 0.5264],
        [0.6040, 0.5762, 0.2510, 0.4512]])}, '000000.jpg', False)
====================================================================================================
using MyBalancedSampler and  50\% data.
====================================================================================================
Start training (Hypothesis 1: ResNet101 backbone)
epoch imgs: 4800
Epoch: [0]  [  0/300]  eta: 0:12:41  lr: 0.000100  loss: 5.1256 (5.1256)  loss_bbox: 3.1487 (3.1487)  loss_giou: 1.6522 (1.6522)  loss_unlabelcons: 0.3247 (0.3247)  time: 2.5372  data: 1.4830  max mem: 7856
Epoch: [0]  [ 10/300]  eta: 0:05:44  lr: 0.000100  loss: 3.6951 (3.8108)  loss_bbox: 2.1039 (2.1968)  loss_giou: 1.4706 (1.4642)  loss_unlabelcons: 0.1338 (0.1498)  time: 1.1888  data: 0.1522  max mem: 9197
Epoch: [18]  [100/300]  eta: 0:03:22  lr: 0.000100  loss: 3.0326 (2.8634)  loss_bbox: 1.5670 (1.5114)  loss_giou: 1.3442 (1.3055)  loss_unlabelcons: 0.0462 (0.0466)  time: 1.0013  data: 0.0352  max mem: 10468
Epoch: [18]  [110/300]  eta: 0:03:13  lr: 0.000100  loss: 2.9647 (2.8695)  loss_bbox: 1.5670 (1.5207)  loss_giou: 1.3199 (1.3034)  loss_unlabelcons: 0.0333 (0.0454)  time: 1.0293  data: 0.0236  max mem: 10468
Epoch: [18]  [120/300]  eta: 0:03:04  lr: 0.000100  loss: 2.7771 (2.8564)  loss_bbox: 1.4822 (1.5126)  loss_giou: 1.2601 (1.2995)  loss_unlabelcons: 0.0308 (0.0443)  time: 1.0800  data: 0.0238  max mem: 10468
Epoch: [18]  [130/300]  eta: 0:02:54  lr: 0.000100  loss: 2.8339 (2.8687)  loss_bbox: 1.5111 (1.5243)  loss_giou: 1.2937 (1.3004)  loss_unlabelcons: 0.0319 (0.0440)  time: 1.0752  data: 0.0364  max mem: 10468
Epoch: [18]  [140/300]  eta: 0:02:43  lr: 0.000100  loss: 2.8339 (2.8545)  loss_bbox: 1.4657 (1.5123)  loss_giou: 1.3066 (1.2985)  loss_unlabelcons: 0.0346 (0.0437)  time: 1.0122  data: 0.0238  max mem: 10468
Epoch: [18]  [150/300]  eta: 0:02:33  lr: 0.000100  loss: 2.7299 (2.8550)  loss_bbox: 1.4428 (1.5132)  loss_giou: 1.3122 (1.2990)  loss_unlabelcons: 0.0302 (0.0428)  time: 1.0013  data: 0.0241  max mem: 10468
Epoch: [18]  [160/300]  eta: 0:02:23  lr: 0.000100  loss: 2.8050 (2.8461)  loss_bbox: 1.3873 (1.5063)  loss_giou: 1.3292 (1.2981)  loss_unlabelcons: 0.0256 (0.0417)  time: 1.0195  data: 0.0250  max mem: 10468
Epoch: [18]  [170/300]  eta: 0:02:11  lr: 0.000100  loss: 2.8103 (2.8502)  loss_bbox: 1.4525 (1.5106)  loss_giou: 1.2791 (1.2975)  loss_unlabelcons: 0.0303 (0.0422)  time: 0.9383  data: 0.0236  max mem: 10468
Epoch: [18]  [180/300]  eta: 0:02:02  lr: 0.000100  loss: 2.9176 (2.8502)  loss_bbox: 1.5376 (1.5097)  loss_giou: 1.2822 (1.2976)  loss_unlabelcons: 0.0438 (0.0429)  time: 0.9890  data: 0.0359  max mem: 10468
Epoch: [18]  [190/300]  eta: 0:01:51  lr: 0.000100  loss: 2.5878 (2.8337)  loss_bbox: 1.2858 (1.4996)  loss_giou: 1.2168 (1.2913)  loss_unlabelcons: 0.0460 (0.0428)  time: 1.0463  data: 0.0244  max mem: 10468
Epoch: [18]  [200/300]  eta: 0:01:41  lr: 0.000100  loss: 2.6590 (2.8328)  loss_bbox: 1.3331 (1.4962)  loss_giou: 1.2269 (1.2923)  loss_unlabelcons: 0.0473 (0.0442)  time: 1.0318  data: 0.0234  max mem: 10468
Epoch: [18]  [210/300]  eta: 0:01:31  lr: 0.000100  loss: 2.8020 (2.8367)  loss_bbox: 1.4608 (1.4982)  loss_giou: 1.3115 (1.2945)  loss_unlabelcons: 0.0402 (0.0440)  time: 1.0394  data: 0.0354  max mem: 10468
Epoch: [18]  [220/300]  eta: 0:01:20  lr: 0.000100  loss: 2.8115 (2.8327)  loss_bbox: 1.4944 (1.4946)  loss_giou: 1.2928 (1.2947)  loss_unlabelcons: 0.0272 (0.0434)  time: 0.9120  data: 0.0232  max mem: 10468
Epoch: [18]  [230/300]  eta: 0:01:10  lr: 0.000100  loss: 2.6743 (2.8188)  loss_bbox: 1.3285 (1.4840)  loss_giou: 1.2483 (1.2914)  loss_unlabelcons: 0.0272 (0.0433)  time: 0.8961  data: 0.0236  max mem: 10468
Epoch: [18]  [240/300]  eta: 0:01:00  lr: 0.000100  loss: 2.7217 (2.8234)  loss_bbox: 1.3494 (1.4875)  loss_giou: 1.2569 (1.2923)  loss_unlabelcons: 0.0418 (0.0436)  time: 0.9192  data: 0.0244  max mem: 10468
Epoch: [18]  [250/300]  eta: 0:00:50  lr: 0.000100  loss: 2.8072 (2.8290)  loss_bbox: 1.4324 (1.4905)  loss_giou: 1.3177 (1.2939)  loss_unlabelcons: 0.0468 (0.0445)  time: 0.9641  data: 0.0235  max mem: 10468
Epoch: [18]  [260/300]  eta: 0:00:40  lr: 0.000100  loss: 2.8072 (2.8258)  loss_bbox: 1.4196 (1.4879)  loss_giou: 1.2886 (1.2935)  loss_unlabelcons: 0.0434 (0.0444)  time: 0.9990  data: 0.0374  max mem: 10468
Epoch: [18]  [270/300]  eta: 0:00:29  lr: 0.000100  loss: 2.7431 (2.8218)  loss_bbox: 1.3945 (1.4853)  loss_giou: 1.2560 (1.2925)  loss_unlabelcons: 0.0315 (0.0439)  time: 0.8835  data: 0.0258  max mem: 10468
Epoch: [18]  [280/300]  eta: 0:00:19  lr: 0.000100  loss: 2.6768 (2.8207)  loss_bbox: 1.4038 (1.4854)  loss_giou: 1.2396 (1.2915)  loss_unlabelcons: 0.0293 (0.0438)  time: 0.9346  data: 0.0236  max mem: 10468
Epoch: [18]  [290/300]  eta: 0:00:09  lr: 0.000100  loss: 2.6787 (2.8205)  loss_bbox: 1.4084 (1.4846)  loss_giou: 1.2396 (1.2917)  loss_unlabelcons: 0.0484 (0.0442)  time: 1.0300  data: 0.0330  max mem: 10468
Epoch: [18]  [299/300]  eta: 0:00:00  lr: 0.000100  loss: 2.7425 (2.8200)  loss_bbox: 1.4084 (1.4843)  loss_giou: 1.2816 (1.2917)  loss_unlabelcons: 0.0457 (0.0440)  time: 0.9976  data: 0.0204  max mem: 10468
Epoch: [18] Total time: 0:04:59 (0.9979 s / it)
Averaged stats: lr: 0.000100  loss: 2.7425 (2.8200)  loss_bbox: 1.4084 (1.4843)  loss_giou: 1.2816 (1.2917)  loss_unlabelcons: 0.0457 (0.0440)
epoch imgs: 4800
Epoch: [19]  [  0/300]  eta: 0:11:00  lr: 0.000100  loss: 3.2074 (3.2074)  loss_bbox: 1.8147 (1.8147)  loss_giou: 1.3784 (1.3784)  loss_unlabelcons: 0.0142 (0.0142)  time: 2.2024  data: 1.5993  max mem: 10468
Epoch: [19]  [ 10/300]  eta: 0:05:23  lr: 0.000100  loss: 3.0476 (3.0304)  loss_bbox: 1.6523 (1.6597)  loss_giou: 1.3508 (1.3347)  loss_unlabelcons: 0.0309 (0.0360)  time: 1.1159  data: 0.1568  max mem: 10468
Epoch: [19]  [ 20/300]  eta: 0:04:58  lr: 0.000100  loss: 2.8605 (2.8904)  loss_bbox: 1.5454 (1.5672)  loss_giou: 1.2538 (1.2904)  loss_unlabelcons: 0.0288 (0.0328)  time: 1.0079  data: 0.0245  max mem: 10468
Epoch: [19]  [ 30/300]  eta: 0:04:39  lr: 0.000100  loss: 2.7717 (2.8945)  loss_bbox: 1.4036 (1.5510)  loss_giou: 1.2893 (1.3030)  loss_unlabelcons: 0.0357 (0.0405)  time: 0.9902  data: 0.0238  max mem: 10468
Epoch: [19]  [ 40/300]  eta: 0:04:33  lr: 0.000100  loss: 2.7468 (2.8425)  loss_bbox: 1.4210 (1.5134)  loss_giou: 1.2738 (1.2873)  loss_unlabelcons: 0.0446 (0.0418)  time: 1.0371  data: 0.0236  max mem: 10468
Epoch: [19]  [ 50/300]  eta: 0:04:16  lr: 0.000100  loss: 2.8162 (2.8488)  loss_bbox: 1.4594 (1.5234)  loss_giou: 1.2616 (1.2857)  loss_unlabelcons: 0.0356 (0.0398)  time: 1.0091  data: 0.0347  max mem: 10468
Epoch: [19]  [ 60/300]  eta: 0:04:03  lr: 0.000100  loss: 2.8194 (2.8239)  loss_bbox: 1.4408 (1.5016)  loss_giou: 1.2616 (1.2812)  loss_unlabelcons: 0.0320 (0.0411)  time: 0.9428  data: 0.0236  max mem: 10468
Epoch: [19]  [ 70/300]  eta: 0:03:51  lr: 0.000100  loss: 2.6440 (2.8272)  loss_bbox: 1.3556 (1.5035)  loss_giou: 1.2594 (1.2830)  loss_unlabelcons: 0.0384 (0.0407)  time: 0.9534  data: 0.0255  max mem: 10468
Epoch: [19]  [ 80/300]  eta: 0:03:39  lr: 0.000100  loss: 2.7814 (2.8272)  loss_bbox: 1.4477 (1.5025)  loss_giou: 1.2557 (1.2836)  loss_unlabelcons: 0.0386 (0.0411)  time: 0.9489  data: 0.0341  max mem: 10468
Epoch: [19]  [ 90/300]  eta: 0:03:29  lr: 0.000100  loss: 2.7643 (2.8215)  loss_bbox: 1.4478 (1.4944)  loss_giou: 1.2557 (1.2871)  loss_unlabelcons: 0.0319 (0.0400)  time: 0.9753  data: 0.0236  max mem: 10468
Epoch: [19]  [100/300]  eta: 0:03:21  lr: 0.000100  loss: 2.6853 (2.8164)  loss_bbox: 1.3685 (1.4862)  loss_giou: 1.3257 (1.2910)  loss_unlabelcons: 0.0260 (0.0393)  time: 1.0387  data: 0.0265  max mem: 10468
Epoch: [19]  [110/300]  eta: 0:03:11  lr: 0.000100  loss: 2.6853 (2.8104)  loss_bbox: 1.2950 (1.4767)  loss_giou: 1.3472 (1.2946)  loss_unlabelcons: 0.0301 (0.0392)  time: 1.0655  data: 0.0244  max mem: 10468
Epoch: [19]  [120/300]  eta: 0:03:00  lr: 0.000100  loss: 2.6767 (2.7985)  loss_bbox: 1.3387 (1.4687)  loss_giou: 1.3132 (1.2914)  loss_unlabelcons: 0.0331 (0.0385)  time: 0.9818  data: 0.0234  max mem: 10468
Epoch: [19]  [130/300]  eta: 0:02:49  lr: 0.000100  loss: 2.7963 (2.8049)  loss_bbox: 1.4270 (1.4735)  loss_giou: 1.2978 (1.2913)  loss_unlabelcons: 0.0376 (0.0402)  time: 0.9271  data: 0.0340  max mem: 10468
Epoch: [19]  [140/300]  eta: 0:02:38  lr: 0.000100  loss: 2.8250 (2.8131)  loss_bbox: 1.4929 (1.4797)  loss_giou: 1.2978 (1.2926)  loss_unlabelcons: 0.0429 (0.0407)  time: 0.9338  data: 0.0234  max mem: 10468
Epoch: [19]  [150/300]  eta: 0:02:28  lr: 0.000100  loss: 2.8250 (2.8144)  loss_bbox: 1.4418 (1.4800)  loss_giou: 1.2686 (1.2933)  loss_unlabelcons: 0.0389 (0.0410)  time: 0.9468  data: 0.0251  max mem: 10468
Epoch: [19]  [160/300]  eta: 0:02:17  lr: 0.000100  loss: 2.8715 (2.8129)  loss_bbox: 1.4900 (1.4792)  loss_giou: 1.3095 (1.2933)  loss_unlabelcons: 0.0375 (0.0403)  time: 0.9052  data: 0.0370  max mem: 10468
Epoch: [19]  [170/300]  eta: 0:02:07  lr: 0.000100  loss: 2.8715 (2.8137)  loss_bbox: 1.4839 (1.4794)  loss_giou: 1.3098 (1.2936)  loss_unlabelcons: 0.0358 (0.0407)  time: 0.8828  data: 0.0272  max mem: 10468
Epoch: [19]  [180/300]  eta: 0:01:57  lr: 0.000100  loss: 2.8516 (2.8215)  loss_bbox: 1.4820 (1.4855)  loss_giou: 1.3223 (1.2951)  loss_unlabelcons: 0.0434 (0.0409)  time: 0.9685  data: 0.0257  max mem: 10468
Epoch: [19]  [190/300]  eta: 0:01:47  lr: 0.000100  loss: 2.7385 (2.8159)  loss_bbox: 1.3665 (1.4824)  loss_giou: 1.2869 (1.2928)  loss_unlabelcons: 0.0309 (0.0407)  time: 0.9893  data: 0.0233  max mem: 10468
Epoch: [19]  [200/300]  eta: 0:01:38  lr: 0.000100  loss: 2.7127 (2.8106)  loss_bbox: 1.3612 (1.4783)  loss_giou: 1.2319 (1.2921)  loss_unlabelcons: 0.0278 (0.0402)  time: 1.0376  data: 0.0235  max mem: 10468
Epoch: [19]  [210/300]  eta: 0:01:28  lr: 0.000100  loss: 2.7357 (2.8108)  loss_bbox: 1.3904 (1.4776)  loss_giou: 1.2763 (1.2928)  loss_unlabelcons: 0.0320 (0.0403)  time: 1.0026  data: 0.0340  max mem: 10468
Epoch: [19]  [220/300]  eta: 0:01:18  lr: 0.000100  loss: 2.6993 (2.8070)  loss_bbox: 1.4010 (1.4765)  loss_giou: 1.2706 (1.2901)  loss_unlabelcons: 0.0409 (0.0405)  time: 0.9444  data: 0.0231  max mem: 10468
Epoch: [19]  [230/300]  eta: 0:01:09  lr: 0.000100  loss: 2.7683 (2.8103)  loss_bbox: 1.4953 (1.4807)  loss_giou: 1.2454 (1.2893)  loss_unlabelcons: 0.0380 (0.0403)  time: 1.0453  data: 0.0252  max mem: 10468
Epoch: [19]  [240/300]  eta: 0:00:59  lr: 0.000100  loss: 2.9050 (2.8183)  loss_bbox: 1.5266 (1.4868)  loss_giou: 1.3230 (1.2917)  loss_unlabelcons: 0.0282 (0.0398)  time: 1.1082  data: 0.0344  max mem: 10468
Epoch: [19]  [250/300]  eta: 0:00:49  lr: 0.000100  loss: 2.6859 (2.8153)  loss_bbox: 1.4190 (1.4850)  loss_giou: 1.3144 (1.2908)  loss_unlabelcons: 0.0265 (0.0395)  time: 1.0421  data: 0.0234  max mem: 10468
Epoch: [19]  [260/300]  eta: 0:00:39  lr: 0.000100  loss: 2.6533 (2.8152)  loss_bbox: 1.3592 (1.4842)  loss_giou: 1.2566 (1.2920)  loss_unlabelcons: 0.0245 (0.0389)  time: 0.9890  data: 0.0255  max mem: 10468
Epoch: [19]  [270/300]  eta: 0:00:29  lr: 0.000100  loss: 2.7879 (2.8183)  loss_bbox: 1.4445 (1.4865)  loss_giou: 1.3303 (1.2933)  loss_unlabelcons: 0.0241 (0.0384)  time: 1.0769  data: 0.0241  max mem: 10468
Epoch: [19]  [280/300]  eta: 0:00:19  lr: 0.000100  loss: 2.8961 (2.8188)  loss_bbox: 1.5220 (1.4868)  loss_giou: 1.3303 (1.2937)  loss_unlabelcons: 0.0274 (0.0384)  time: 1.0563  data: 0.0233  max mem: 10468
Epoch: [19]  [290/300]  eta: 0:00:09  lr: 0.000100  loss: 2.7301 (2.8183)  loss_bbox: 1.4131 (1.4860)  loss_giou: 1.3030 (1.2936)  loss_unlabelcons: 0.0379 (0.0387)  time: 0.9747  data: 0.0322  max mem: 10468
Epoch: [19]  [299/300]  eta: 0:00:00  lr: 0.000100  loss: 2.7385 (2.8160)  loss_bbox: 1.4808 (1.4856)  loss_giou: 1.2605 (1.2918)  loss_unlabelcons: 0.0382 (0.0386)  time: 0.9612  data: 0.0211  max mem: 10468
Epoch: [19] Total time: 0:04:58 (0.9961 s / it)
Averaged stats: lr: 0.000100  loss: 2.7385 (2.8160)  loss_bbox: 1.4808 (1.4856)  loss_giou: 1.2605 (1.2918)  loss_unlabelcons: 0.0382 (0.0386)
Test:  [ 0/76]  eta: 0:02:32  loss: 2.5463 (2.5463)  loss_bbox: 1.3464 (1.3464)  loss_giou: 1.1999 (1.1999)  time: 2.0031  data: 1.7554  max mem: 10468
Test:  [10/76]  eta: 0:00:26  loss: 2.5710 (2.6119)  loss_bbox: 1.3806 (1.3646)  loss_giou: 1.2392 (1.2473)  time: 0.4013  data: 0.1752  max mem: 10468
Test:  [20/76]  eta: 0:00:19  loss: 2.5710 (2.5836)  loss_bbox: 1.3804 (1.3454)  loss_giou: 1.2392 (1.2382)  time: 0.2745  data: 0.0350  max mem: 10468
Test:  [30/76]  eta: 0:00:14  loss: 2.5006 (2.5677)  loss_bbox: 1.3140 (1.3342)  loss_giou: 1.2127 (1.2334)  time: 0.2782  data: 0.0322  max mem: 10468
Test:  [40/76]  eta: 0:00:11  loss: 2.5719 (2.5848)  loss_bbox: 1.3405 (1.3476)  loss_giou: 1.2110 (1.2372)  time: 0.2720  data: 0.0284  max mem: 10468
Test:  [50/76]  eta: 0:00:08  loss: 2.5751 (2.5837)  loss_bbox: 1.3291 (1.3452)  loss_giou: 1.2261 (1.2385)  time: 0.2866  data: 0.0454  max mem: 10468
Test:  [60/76]  eta: 0:00:04  loss: 2.5183 (2.5863)  loss_bbox: 1.3058 (1.3466)  loss_giou: 1.2261 (1.2397)  time: 0.2874  data: 0.0284  max mem: 10468
Test:  [70/76]  eta: 0:00:01  loss: 2.5748 (2.5803)  loss_bbox: 1.3058 (1.3432)  loss_giou: 1.2307 (1.2370)  time: 0.3086  data: 0.0229  max mem: 10468
Test:  [75/76]  eta: 0:00:00  loss: 2.6218 (2.5808)  loss_bbox: 1.3316 (1.3430)  loss_giou: 1.2283 (1.2378)  time: 0.2841  data: 0.0228  max mem: 10468
Test: Total time: 0:00:23 (0.3038 s / it)
Averaged stats: loss: 2.6218 (2.5808)  loss_bbox: 1.3316 (1.3430)  loss_giou: 1.2283 (1.2378)
Accumulating evaluation results...
DONE (t=0.05s).
IoU metric: bbox
Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.016
Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.098
Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.001
Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = -1.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.017
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.044
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.075
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.075
Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.076
epoch imgs: 4800
Epoch: [20]  [  0/300]  eta: 0:13:10  lr: 0.000100  loss: 2.6741 (2.6741)  loss_bbox: 1.3287 (1.3287)  loss_giou: 1.3079 (1.3079)  loss_unlabelcons: 0.0375 (0.0375)  time: 2.6358  data: 1.5655  max mem: 10468
Epoch: [20]  [ 10/300]  eta: 0:05:38  lr: 0.000100  loss: 2.7090 (2.7039)  loss_bbox: 1.3287 (1.3998)  loss_giou: 1.2703 (1.2635)  loss_unlabelcons: 0.0375 (0.0405)  time: 1.1677  data: 0.1568  max mem: 10468
Epoch: [20]  [ 20/300]  eta: 0:05:13  lr: 0.000100  loss: 2.8152 (2.8377)  loss_bbox: 1.4906 (1.4978)  loss_giou: 1.2740 (1.3002)  loss_unlabelcons: 0.0309 (0.0397)  time: 1.0431  data: 0.0263  max mem: 10468
Epoch: [20]  [ 30/300]  eta: 0:04:42  lr: 0.000100  loss: 2.8571 (2.8218)  loss_bbox: 1.5209 (1.4850)  loss_giou: 1.2865 (1.2947)  loss_unlabelcons: 0.0376 (0.0422)  time: 0.9790  data: 0.0240  max mem: 10468
Epoch: [20]  [ 40/300]  eta: 0:04:21  lr: 0.000100  loss: 2.8484 (2.8430)  loss_bbox: 1.4943 (1.4990)  loss_giou: 1.2843 (1.2996)  loss_unlabelcons: 0.0388 (0.0445)  time: 0.8882  data: 0.0233  max mem: 10468
Epoch: [20]  [ 50/300]  eta: 0:04:08  lr: 0.000100  loss: 2.7148 (2.8155)  loss_bbox: 1.4325 (1.4763)  loss_giou: 1.2641 (1.2932)  loss_unlabelcons: 0.0496 (0.0460)  time: 0.9133  data: 0.0371  max mem: 10468
Epoch: [20]  [ 60/300]  eta: 0:04:00  lr: 0.000100  loss: 2.7301 (2.8287)  loss_bbox: 1.4648 (1.4855)  loss_giou: 1.2641 (1.2966)  loss_unlabelcons: 0.0475 (0.0466)  time: 0.9920  data: 0.0269  max mem: 10468
Epoch: [20]  [ 70/300]  eta: 0:03:51  lr: 0.000100  loss: 2.8929 (2.8254)  loss_bbox: 1.5185 (1.4864)  loss_giou: 1.3136 (1.2943)  loss_unlabelcons: 0.0381 (0.0447)  time: 1.0387  data: 0.0254  max mem: 10468
Epoch: [20]  [ 80/300]  eta: 0:03:38  lr: 0.000100  loss: 2.8271 (2.8123)  loss_bbox: 1.4394 (1.4735)  loss_giou: 1.2849 (1.2950)  loss_unlabelcons: 0.0306 (0.0437)  time: 0.9723  data: 0.0346  max mem: 10468
Epoch: [20]  [ 90/300]  eta: 0:03:28  lr: 0.000100  loss: 2.6582 (2.8011)  loss_bbox: 1.3900 (1.4659)  loss_giou: 1.2822 (1.2935)  loss_unlabelcons: 0.0261 (0.0416)  time: 0.9545  data: 0.0238  max mem: 10468
Epoch: [20]  [100/300]  eta: 0:03:20  lr: 0.000100  loss: 2.7253 (2.8056)  loss_bbox: 1.4429 (1.4709)  loss_giou: 1.2697 (1.2932)  loss_unlabelcons: 0.0271 (0.0415)  time: 1.0331  data: 0.0255  max mem: 10468
Epoch: [20]  [110/300]  eta: 0:03:08  lr: 0.000100  loss: 2.7686 (2.8026)  loss_bbox: 1.4741 (1.4671)  loss_giou: 1.2770 (1.2939)  loss_unlabelcons: 0.0342 (0.0416)  time: 0.9734  data: 0.0238  max mem: 10468
Epoch: [20]  [120/300]  eta: 0:02:56  lr: 0.000100  loss: 2.7686 (2.8032)  loss_bbox: 1.3939 (1.4674)  loss_giou: 1.3179 (1.2949)  loss_unlabelcons: 0.0314 (0.0409)  time: 0.8875  data: 0.0236  max mem: 10468
Epoch: [20]  [130/300]  eta: 0:02:47  lr: 0.000100  loss: 2.7140 (2.7974)  loss_bbox: 1.3655 (1.4608)  loss_giou: 1.2851 (1.2967)  loss_unlabelcons: 0.0291 (0.0399)  time: 0.9366  data: 0.0348  max mem: 10468
Epoch: [20]  [140/300]  eta: 0:02:37  lr: 0.000100  loss: 2.8091 (2.8137)  loss_bbox: 1.4673 (1.4741)  loss_giou: 1.3121 (1.3002)  loss_unlabelcons: 0.0281 (0.0394)  time: 0.9943  data: 0.0241  max mem: 10468
Epoch: [20]  [150/300]  eta: 0:02:27  lr: 0.000100  loss: 2.9535 (2.8270)  loss_bbox: 1.5587 (1.4868)  loss_giou: 1.3121 (1.3010)  loss_unlabelcons: 0.0282 (0.0392)  time: 0.9945  data: 0.0257  max mem: 10468
Epoch: [20]  [160/300]  eta: 0:02:18  lr: 0.000100  loss: 2.8158 (2.8207)  loss_bbox: 1.5395 (1.4829)  loss_giou: 1.2985 (1.2987)  loss_unlabelcons: 0.0300 (0.0392)  time: 1.0089  data: 0.0347  max mem: 10468
